"","Individual","Collective","Mean_800","Mean_1250","Mean_2000","Jewish_segment","JLR_station","Damascus_Gate_dis","With_settlements","con800"
"299",0,0,27.415917,60.7468929666667,123.699290166667,0,0,2646.78067164622,0,12
"300",0,0,20.074377,28.060085,47.638409,1,0,8809.58522941892,0,8
"301",0,0,132.046827329348,187.321259129348,194.393121794565,1,0,8319.59961358839,0,46
"302",0,0,152.376323502994,198.593415251497,180.941111221557,1,0,7830.87963408279,0,53
"303",0,0,86.3796750142857,154.232095633333,164.466236333333,1,0,7343.67798888092,0,32
"304",0,0,125.362453317708,160.275112925,218.442072575,1,0,6858.31827429064,0,43
"305",0,0,148.460261974684,202.829346848101,303.565553544304,1,0,6375.22120485922,0,52
"306",0,0,184.437331545503,314.265485142857,617.030561185186,1,0,5894.94309526511,0,64
"307",0,0,358.424602253886,621.271359134715,1301.43109290674,1,0,5418.2336337099,0,87
"308",0,0,287.365659943333,621.114621483333,1310.99624563333,1,0,4946.12477998291,0,82
"309",0,0,179.930734089552,342.988644068657,918.842760298508,1,0,4480.07121174494,0,62
"310",0,0,146.021456275,344.619347194444,994.193817736111,1,0,4022.17838283552,0,51
"311",0,0,231.197856986755,455.896920251656,962.405414490066,1,0,3575.58289435829,0,73
